Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2018	positive regulation of stress fiber assembly (GO:0051496)	10/37	4.845295814396123e-13	3.660140110101991e-11	0	0	45.26977594878829	1283.6515642724212	PAK1;LIMK1;TESK1;ABL1;ITGB1BP1;RAC1;NF2;SORBS3;PPM1F;RHOA
GO_Biological_Process_2018	axon guidance (GO:0007411)	16/158	5.048469117382056e-13	3.660140110101991e-11	0	0	14.218851570964247	402.59997362956	VASP;SHC1;SRC;PTPRO;GAB1;PRKCA;PTPN11;PTK2;PIK3CA;MAPK1;GRB2;FYN;PLCG1;EZR;SOS1;HRAS
GO_Biological_Process_2018	regulation of protein kinase B signaling (GO:0051896)	16/163	8.211363543004402e-13	5.715109025931064e-11	0	0	13.731728588871446	382.12774079833486	ITGB1;IRS1;SRC;INSR;PTEN;GAB1;CIB1;PTPN11;PTK2;VAV1;HAX1;PIK3CA;AKT1;GRB2;ITGB1BP1;FYN
GO_Biological_Process_2018	regulation of small GTPase mediated signal transduction (GO:0051056)	15/140	1.210076843052476e-12	8.098206565043493e-11	0	0	15.059617834394905	413.2409922572325	VAV3;STARD13;TRIO;ARHGEF12;SRC;ARHGAP26;ARHGAP24;RHOA;VAV1;VAV2;TIAM1;RAC1;ARHGEF2;ARHGEF7;SOS1
GO_Biological_Process_2018	regulation of epidermal growth factor receptor signaling pathway (GO:0042058)	11/58	2.212308822552575e-12	1.4257101300894372e-10	0	0	28.75525307255187	771.7042789786572	CEACAM1;SHC1;ITGA1;NCK2;PLAUR;AKT1;GRB2;PTPN12;ARHGEF7;CBL;PTPN2
GO_Biological_Process_2018	regulation of focal adhesion assembly (GO:0051893)	10/44	3.277585877828775e-12	2.0367855097935958e-10	0	0	35.93681917211329	950.3101548080248	MACF1;SRC;PTEN;ABL1;ITGB1BP1;RAC1;PPM1F;RHOA;PTK2;SLC9A1
GO_Biological_Process_2018	substrate adhesion-dependent cell spreading (GO:0034446)	9/32	4.9324183682596e-12	2.95945102095576e-10	0	0	47.54467858095492	1237.8348214990945	ITGA4;PEAK1;ITGB3;ILK;ITGAV;ITGB7;RAC1;PARVB;FERMT3
GO_Biological_Process_2018	axonogenesis (GO:0007409)	17/223	9.406936310800444e-12	5.456023060264258e-10	0	0	10.44704040087692	265.24590318034694	VASP;SHC1;SRC;PTPRO;GAB1;PTEN;PRKCA;PTPN11;PTK2;PIK3CA;MAPK1;GRB2;FYN;PLCG1;EZR;SOS1;HRAS
GO_Biological_Process_2018	insulin receptor signaling pathway (GO:0008286)	11/67	1.1681139069983795e-11	6.556510316700583e-10	0	0	24.122892635315	607.2466767992108	PIK3CA;IRS1;SHC1;INSR;GAB1;AKT1;GRB2;SORBS1;SOS1;PTPN2;BCAR1
GO_Biological_Process_2018	regulation of intracellular signal transduction (GO:1902531)	22/422	1.4402394085110767e-11	7.83130178377898e-10	0	0	7.1236	177.83089092685847	LYN;VAV3;STARD13;ARHGEF12;TRIO;HSPB1;ARHGAP26;ARHGAP24;RHOA;VAV1;VAV2;TIAM1;PAK1;CEACAM1;AKT1;MAPK1;PIP5K1C;NF2;ARHGEF2;RAC1;ARHGEF7;SOS1
GO_Biological_Process_2018	peptidyl-tyrosine modification (GO:0018212)	10/51	1.6028272084786054e-11	8.451270735614464e-10	0	0	29.790725685034623	740.4981464834029	LYN;ABI2;SRC;INSR;ABI1;ABL1;PTK2B;FYN;PTPN6;PTK2
GO_Biological_Process_2018	cell morphogenesis involved in differentiation (GO:0000904)	10/54	2.9360822414927494e-11	1.5025832647639363e-09	0	0	27.755331088664423	673.1045234072483	ITGA4;PEAK1;ITGB3;ACTN1;ILK;ITGAV;ITGB7;RAC1;PARVB;FERMT3
GO_Biological_Process_2018	ERBB2 signaling pathway (GO:0038128)	9/39	3.5396027719041407e-11	1.7436450518126172e-09	0	0	36.43803680981595	876.8602769126148	PIK3CA;SRC;SHC1;GAB1;PRKCA;GRB2;PTPN12;SOS1;HRAS
GO_Biological_Process_2018	positive regulation of epithelial cell migration (GO:0010634)	11/74	3.607541486508864e-11	1.7436450518126172e-09	0	0	21.434979789017056	515.4128668925605	SRC;ITGB3;ABL1;PTK2B;PRKCA;ITGB1BP1;PLCG1;CALR;PFN1;PPM1F;BCAR1
GO_Biological_Process_2018	positive regulation of cytoskeleton organization (GO:0051495)	11/77	5.640189340279276e-11	2.640375322946164e-09	0	0	20.45755693581781	482.7680335033339	VASP;HAX1;CTTN;LIMK1;NCK2;ABL1;PTK2B;RAC1;PFN1;HRAS;SORBS3
GO_Biological_Process_2018	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	9/41	5.7663369121812766e-11	2.640375322946164e-09	0	0	34.157208588957054	805.3039782347774	ABL1;CIB1;ITGB1BP1;RAC1;CALR;ARHGEF7;CRK;PTK2;CRKL
GO_Biological_Process_2018	positive regulation of protein kinase B signaling (GO:0051897)	13/127	7.247009663370837e-11	3.233281234426988e-09	0	0	14.138916473573872	330.113259975876	ITGB1;IRS1;SRC;INSR;GAB1;PTPN11;PTK2;VAV1;HAX1;PIK3CA;GRB2;ITGB1BP1;FYN
GO_Biological_Process_2018	peptidyl-tyrosine autophosphorylation (GO:0038083)	9/45	1.4162711222630014e-10	6.160779381844058e-09	0	0	30.355828220858896	688.4041140568908	LYN;SYK;SRC;ABL1;PTK2B;CSK;FYN;GRB2;PTK2
GO_Biological_Process_2018	positive regulation of intracellular signal transduction (GO:1902533)	22/479	1.6492231180867698e-10	6.999142013343852e-09	0	0	6.216805251641138	140.0369363394719	LYN;ITGB1;IRS1;SHC1;SRC;INSR;GAB1;ILK;PTPN11;CBL;PTK2;RHOA;VAV1;HAX1;SHARPIN;CASP8;PIK3CA;PTPN6;GRB2;ITGB1BP1;FYN;HRAS
GO_Biological_Process_2018	platelet aggregation (GO:0070527)	8/33	2.9366396172836045e-10	1.2166078414460649e-08	0	0	38.64	848.0933239987831	ITGB3;ILK;HSPB1;MYH9;TLN1;ACTB;VCL;FERMT3
GO_Biological_Process_2018	positive regulation of endothelial cell migration (GO:0010595)	10/70	4.3248385679199203e-10	1.7500509553908512e-08	0	0	20.337448559670783	438.5054113713748	ITGB3;ABL1;HSPB1;AKT1;PTK2B;PRKCA;ITGB1BP1;PLCG1;CALR;BCAR1
GO_Biological_Process_2018	regulation of ERK1 and ERK2 cascade (GO:0070372)	16/247	4.4406873620878276e-10	1.7560900022801868e-08	0	0	8.701076701076701	187.37805006416016	LYN;PTPN1;SYK;SHC1;INSR;PTEN;CIB1;PRKCA;PTPN11;CEACAM1;PTK2B;PTPN6;ITGB1BP1;EZR;HRAS;PTPN2
GO_Biological_Process_2018	positive regulation of cell-substrate adhesion (GO:0010811)	9/52	5.58495791874475e-10	2.1595170619146363e-08	0	0	25.405193322870595	541.2773081799066	ABL1;PTK2B;CIB1;RAC1;CALR;ARHGEF7;CRK;PPM1F;CRKL
GO_Biological_Process_2018	Fc-epsilon receptor signaling pathway (GO:0038095)	14/182	6.106820667976163e-10	2.309971296147505e-08	0	0	10.369198312236287	219.99752196441327	LYN;VAV3;SYK;SHC1;VAV1;VAV2;PAK1;PIK3CA;MAPK1;GRB2;PLCG1;RAC1;SOS1;HRAS
GO_Biological_Process_2018	Fc receptor signaling pathway (GO:0038093)	14/183	6.563839665170716e-10	2.430017237744053e-08	0	0	10.30731780390982	217.94076404864543	LYN;VAV3;SYK;SHC1;VAV1;VAV2;PAK1;PIK3CA;MAPK1;GRB2;PLCG1;RAC1;SOS1;HRAS
GO_Biological_Process_2018	regulation of cell size (GO:0008361)	7/23	6.71827565145811e-10	2.4353749236535648e-08	0	0	52.53181818181818	1109.5255513461525	VAV3;RDX;PTEN;RAC1;RHOA;VAV1;VAV2
GO_Biological_Process_2018	protein phosphorylation (GO:0006468)	21/470	7.297972038153144e-10	2.5587373320273086e-08	0	0	6.002433664213337	126.28072658714062	LYN;SYK;SRC;INSR;LIMK1;ILK;PRKCA;PTK2;PAK1;ABI2;PIK3CA;PEAK1;ABI1;ABL1;AKT1;PTK2B;MAPK1;PTPN6;FYN;CSK;PRKACA
GO_Biological_Process_2018	positive regulation of cellular process (GO:0048522)	22/519	7.46579314973201e-10	2.5587373320273086e-08	0	0	5.704654594232059	119.88627847086916	LYN;IRS1;SHC1;INSR;RDX;PTEN;CIB1;PTK2;CRKL;SDCBP;TIAM1;PAK1;AKT1;PTK2B;PTPN6;ITGB1BP1;ITGAV;CAPN1;CALR;CD47;EZR;HRAS
GO_Biological_Process_2018	positive regulation of cell proliferation (GO:0008284)	20/424	7.499747352493833e-10	2.5587373320273086e-08	0	0	6.326211568525274	132.91991484058306	LYN;IRS1;SHC1;INSR;PTEN;CIB1;PTK2;CRKL;SDCBP;TIAM1;PAK1;AKT1;PTK2B;PTPN6;ITGB1BP1;ITGAV;CAPN1;CALR;CD47;HRAS
GO_Biological_Process_2018	Ras protein signal transduction (GO:0007265)	15/223	9.481844333707902e-10	3.1727709885868754e-08	0	0	9.012126408623224	187.2401927338635	SHC1;LIMK1;PLD1;RHOA;CRKL;TIAM1;PAK1;ABI2;CFL1;ELMO1;RAPGEF1;GRB2;RAC1;SOS1;HRAS
GO_Biological_Process_2018	regulation of protein phosphorylation (GO:0001932)	16/261	9.938446114774418e-10	3.2134100727113815e-08	0	0	8.198011512297226	169.94018979636567	LYN;INSR;ITGB3;ITGB2;PLAUR;PTEN;ILK;HSPB1;CIB1;PTK2;PAK1;ABL1;AKT1;FYN;RAC1;HRAS
GO_Biological_Process_2018	homotypic cell-cell adhesion (GO:0034109)	8/38	9.97265194979394e-10	3.2134100727113815e-08	0	0	32.19186991869919	667.2088372050627	ITGB3;ILK;HSPB1;MYH9;TLN1;ACTB;VCL;FERMT3
GO_Biological_Process_2018	heterotypic cell-cell adhesion (GO:0034113)	7/25	1.2983916877398404e-09	4.0342884583345055e-08	0	0	46.69023569023569	955.3821160596516	ITGB1;ITGA4;ITGB3;ITGB2;ITGAX;ITGAV;ITGB7
GO_Biological_Process_2018	peptidyl-tyrosine dephosphorylation (GO:0035335)	7/25	1.2983916877398404e-09	4.0342884583345055e-08	0	0	46.69023569023569	955.3821160596516	PTPN1;PTPRO;PTPN11;PTPN6;PTPN12;PTPRF;PTPN2
GO_Biological_Process_2018	leukocyte cell-cell adhesion (GO:0007159)	7/27	2.364163970961341e-09	7.092491912884024e-08	0	0	42.016969696969696	834.5764042814105	ITGB1;SYK;ITGA4;ITGB2;ITGAL;EZR;FERMT3
GO_Biological_Process_2018	positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	7/27	2.364163970961341e-09	7.092491912884024e-08	0	0	42.016969696969696	834.5764042814105	ABL1;CIB1;RAC1;CALR;ARHGEF7;CRK;CRKL
GO_Biological_Process_2018	cellular response to insulin stimulus (GO:0032869)	11/110	2.8188186725876303e-09	8.31312625474996e-08	0	0	13.61559696342305	268.04954872972627	CEACAM1;IRS1;SHC1;INSR;GAB1;AKT1;GRB2;SORBS1;SOS1;PTPN2;BCAR1
GO_Biological_Process_2018	positive regulation of protein phosphorylation (GO:0001934)	19/412	2.9719901510486692e-09	8.618771438041143e-08	0	0	6.141213058590696	120.57678614106442	LYN;SHC1;SRC;INSR;ITGB3;PLAUR;ILK;CIB1;PTK2;SDCBP;PAK1;HAX1;ABL1;AKT1;PTK2B;MAPK1;ARHGEF2;RAC1;HRAS
GO_Biological_Process_2018	protein autophosphorylation (GO:0046777)	13/175	3.918741300533901e-09	1.1178048955621293e-07	0	0	9.925382405466262	192.13054357725704	LYN;SYK;SRC;INSR;PTK2;PAK1;PEAK1;ABL1;AKT1;PTK2B;GRB2;FYN;CSK
GO_Biological_Process_2018	positive regulation of cell motility (GO:2000147)	13/179	5.1569548282679585e-09	1.447274419546169e-07	0	0	9.684246419640829	184.8036956307256	INSR;RDX;CIB1;PRKCA;PTK2;SDCBP;TIAM1;PAK1;TRIP6;PTK2B;HRAS;BCAR1;FERMT3
GO_Biological_Process_2018	regulation of cell adhesion mediated by integrin (GO:0033628)	7/30	5.3035097056461205e-09	1.4647788710832144e-07	0	0	36.53096179183136	696.0937152383981	LYN;SYK;CIB1;PTPN11;ITGB1BP1;PTK2;FERMT3
GO_Biological_Process_2018	mesodermal cell differentiation (GO:0048333)	5/9	5.437529375482158e-09	1.478328298959212e-07	0	0	148.38323353293413	2823.7241851830663	ITGB1;ITGB4;ITGA3;ITGB3;ITGA2
GO_Biological_Process_2018	actin filament organization (GO:0007015)	11/120	7.126491326891482e-09	1.907706909044797e-07	0	0	12.360191463901076	231.8703544972637	MYOM1;ABI2;ACTN1;ABI1;INPPL1;CASS4;NEDD9;RAC1;ARHGEF2;RHOA;BCAR1
GO_Biological_Process_2018	regulation of endothelial cell migration (GO:0010594)	9/69	7.592443004104255e-09	2.0016440647183945e-07	0	0	18.191411042944782	340.1086660447433	CEACAM1;ITGB3;ABL1;PTK2B;PRKCA;ITGB1BP1;CALR;PTK2;BCAR1
GO_Biological_Process_2018	regulation of cell-cell adhesion (GO:0022407)	7/32	8.642577940677417e-09	2.2444903905639859e-07	0	0	33.60509090909091	623.9311022034391	CEACAM1;SRC;SIRPA;NF2;CD47;PTK2;FERMT3
GO_Biological_Process_2018	contractile actin filament bundle assembly (GO:0030038)	5/10	1.0799546193312048e-08	2.723363822661299e-07	0	0	118.7005988023952	2177.415500789189	ITGB5;SRC;ZYX;SORBS1;RHOA
GO_Biological_Process_2018	stress fiber assembly (GO:0043149)	5/10	1.0799546193312048e-08	2.723363822661299e-07	0	0	118.7005988023952	2177.415500789189	ITGB5;SRC;ZYX;SORBS1;RHOA
GO_Biological_Process_2018	protein dephosphorylation (GO:0006470)	11/125	1.0971570906766876e-08	2.727219053967766e-07	0	0	11.815081181213904	216.54631605887784	PTPN1;PPM1M;PTPRO;PTEN;PTPN11;PTPN6;PTPN12;PTPRF;PPM1F;PTPN2;SSH1
GO_Biological_Process_2018	regulation of cell-matrix adhesion (GO:0001952)	8/52	1.3854882305739194e-08	3.395421860843126e-07	0	0	21.933481152993348	396.8781855726144	MACF1;RASA1;PTK2B;CIB1;NF2;RHOA;PTK2;SLC9A1
GO_Biological_Process_2018	activation of protein kinase activity (GO:0032147)	14/233	1.4900308804178422e-08	3.600907961009786e-07	0	0	7.93381885440148	142.98236227049117	SHC1;INSR;ITGB3;CRKL;PAK1;ABL1;RAPGEF1;AKT1;PTK2B;MAPK1;ITGB1BP1;PLCG1;PRKACA;CRK
GO_Biological_Process_2018	positive regulation of protein modification process (GO:0031401)	12/163	1.7550298804196563e-08	4.1832219067537013e-07	0	0	9.773344370860928	174.53428822141734	LYN;PAK1;INSR;ITGB3;ABL1;PLAUR;AKT1;ILK;CIB1;RAC1;HRAS;PTK2
GO_Biological_Process_2018	positive regulation of phosphorylation (GO:0042327)	13/208	3.120806064542545e-08	7.338111557167605e-07	0	0	8.231865828092243	142.267957279618	LYN;INSR;ITGB3;PLAUR;ILK;CIB1;PTK2;SDCBP;PAK1;ABL1;AKT1;RAC1;HRAS
GO_Biological_Process_2018	positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	8/58	3.3777763172512904e-08	7.836441056022994e-07	0	0	19.29560975609756	331.9513113045214	ABL1;CIB1;RAC1;CALR;ARHGEF7;CRK;RHOA;CRKL
GO_Biological_Process_2018	neutrophil activation involved in immune response (GO:0002283)	19/483	3.8425500966886894e-08	8.797417326629367e-07	0	0	5.182499436556232	88.48881730295443	ITGAM;SYK;ITGB2;PLAUR;PLD1;ITGAL;RHOA;SDCBP;CEACAM1;ITGAX;SIRPA;MAPK1;PTPN6;ITGAV;OSTF1;CAPN1;CD47;RAC1;VCL
GO_Biological_Process_2018	phosphorylation (GO:0016310)	17/386	4.139975373735545e-08	9.35526902636344e-07	0	0	5.783774805489991	98.32411908704016	LYN;SYK;INSR;LIMK1;STAT3;ILK;PRKCA;PAK1;PIK3CA;PEAK1;ABL1;AKT1;PTK2B;MAPK1;FYN;CSK;PRKACA
GO_Biological_Process_2018	negative regulation of protein phosphorylation (GO:0001933)	12/178	4.680615593231231e-08	1.04413732464389e-06	0	0	8.883433734939759	149.92794182505006	LYN;CEACAM1;PDE4D;TESK1;PTEN;NCK2;AKT1;HSPB1;PTPN6;CIB1;ITGB1BP1;PPM1F
GO_Biological_Process_2018	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	9/85	4.904262245512556e-08	1.0801792793913732e-06	0	0	14.350016144656118	241.5190383414161	HAX1;SRC;ITGB3;ITGB2;ABL1;PTK2B;FYN;PTPN6;ARHGEF2
GO_Biological_Process_2018	positive regulation of programmed cell death (GO:0043068)	14/257	5.109383451407039e-08	1.1112909006810309e-06	0	0	7.141480439652029	119.90261428909751	VAV3;ITGB1;ARHGEF12;TRIO;VAV1;DNM2;VAV2;TIAM1;ABL1;ARHGEF2;RAC1;ARHGEF7;SOS1;ITGB3BP
GO_Biological_Process_2018	lamellipodium organization (GO:0097581)	6/25	5.732142867549197e-08	1.2313492085846422e-06	0	0	37.68357641090679	628.3582357413073	CTTN;PTPRO;RAC1;PARVB;ARHGEF7;VCL
GO_Biological_Process_2018	positive regulation of apoptotic process (GO:0043065)	15/307	7.029534355032961e-08	1.4916328997265064e-06	0	0	6.392112381118576	105.2816722716004	VAV3;ITGB1;ARHGEF12;TRIO;VAV1;PPM1F;DNM2;VAV2;TIAM1;ABL1;ARHGEF2;RAC1;ARHGEF7;SOS1;ITGB3BP
GO_Biological_Process_2018	positive regulation of cell adhesion (GO:0045785)	8/64	7.465653598043972e-08	1.565088826577893e-06	0	0	17.222996515679444	282.6357067824666	SYK;SIRPA;CIB1;ITGAV;PRKCA;RAC1;CD47;PPM1F
GO_Biological_Process_2018	regulation of neuron projection development (GO:0010975)	10/119	8.079135755916211e-08	1.673535263725501e-06	0	0	11.16717635066259	182.375577375887	LYN;PAK1;PTPRO;PTEN;RAPGEF1;AKT1;PTK2B;CIB1;SSH1;NDEL1
GO_Biological_Process_2018	regulation of GTPase activity (GO:0043087)	12/188	8.548829725516425e-08	1.7499957320468917e-06	0	0	8.374431818181819	136.29292604134716	VAV3;ITGB1;RDX;RAPGEF1;ITGB1BP1;ARHGEF7;CRK;HRAS;PTK2;VAV1;NDEL1;VAV2
GO_Biological_Process_2018	regulation of signal transduction (GO:0009966)	13/233	1.1821603557391165e-07	2.3918128127744918e-06	0	0	7.28713550600343	116.23529180355372	PTPN1;GIT2;ITGA3;SRC;INSR;ILK;SHARPIN;NCK2;ITGB1BP1;CSK;CRK;PTPN2;GIT1
GO_Biological_Process_2018	regulation of actin filament polymerization (GO:0030833)	8/68	1.2109589081285645e-07	2.421917816257129e-06	0	0	16.071544715447153	255.96639991808456	VASP;HAX1;CTTN;RASA1;NCK2;PTK2B;RAC1;PFN1
